0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.881784197001252508e-18 0.000000000000000000e+00 0.000000000000000000e+00 -8.881784197001252323e-16 4.433999256605771454e-03 5.020138848900639061e+01 -6.683812863426312106e+04 0.000000000000000000e+00 4.294834208150324412e+06 1.000000000000000021e-02
-8.881784197001252749e-20 0.000000000000000000e+00 5.020138848900639397e-03 -8.881784197001252508e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.057774862655872991e-02 4.216916633076537835e+01 -5.614402805278101732e+04 -3.355366861446825624e+02 3.607660734846272506e+06 2.000000000000000042e-02
-1.776356839400250550e-19 0.000000000000000000e+00 1.425719433087781554e-02 -1.332267629550187799e-17 2.597691645546716758e-20 2.597691645546716758e-20 -4.440892098500626162e-16 1.357662478553397882e-02 3.510081083151327874e+01 -4.673321954107678175e+04 -1.135993004611437073e+03 3.002948078338707332e+06 2.999999999999999889e-02
-3.108624468950438282e-19 2.597691645546716833e-22 2.700433089600632122e-02 -1.332267629550187799e-17 1.927688073335084876e-20 1.927688073335084876e-20 0.000000000000000000e+00 1.442886933447732820e-02 2.889350954762461043e+01 -3.846881861170740740e+04 -2.163385077982021357e+03 2.471900418169335462e+06 4.000000000000000083e-02
-4.440892098500626254e-19 4.525379718881802048e-22 4.264081841589728583e-02 -1.776356839400250502e-17 9.758888810462082745e-21 9.758888810462082745e-21 -4.440892098500626162e-16 1.387306054602419764e-02 2.345473127983644801e+01 -3.122762922597425131e+04 -3.255269564451525184e+03 2.006601515925696120e+06 5.000000000000000278e-02
-6.217248937900876563e-19 5.501268599928010811e-22 6.062277906377189218e-02 -1.554312234475219305e-17 -1.082557227418842957e-21 -1.082557227418842957e-21 2.220446049250313081e-16 1.244850844260574595e-02 1.870123907378959771e+01 -2.489882970284346811e+04 -4.305093998987142186e+03 1.599930275364755187e+06 6.000000000000000472e-02
-7.771561172376095945e-19 5.393012877186126440e-22 8.047486361902546348e-02 -1.332267629550187953e-17 -1.289806549393398509e-20 -1.289806549393398509e-20 2.220446049250313081e-16 1.054258099568745888e-02 1.455819534051928166e+01 -1.938278127636737190e+04 -5.247117447469512626e+03 1.245484183591639856e+06 7.000000000000000666e-02
-9.103828801926284399e-19 4.103206327792728082e-22 1.017827677083309595e-01 -1.110223024625156602e-17 9.617114035764143940e-20 9.617114035764143940e-20 2.220446049250313081e-16 8.427649877929481448e-03 1.095835067449996814e+01 -1.458994808802925581e+04 -6.044912504704766434e+03 9.375099127398887649e+05 8.000000000000000167e-02
-1.021405182655144000e-18 1.372032036355687255e-21 1.241865068650864490e-01 -8.881784197001252508e-18 8.685235640155245968e-20 8.685235640155245968e-20 2.220446049250313081e-16 6.289811506864710980e-03 7.841308704864425216e+00 -1.043991840965649135e+04 -6.682663110507251076e+03 6.708404264494318049e+05 8.999999999999999667e-02
-1.110223024625156564e-18 2.240555600371211972e-21 1.473743768923283792e-01 -6.661338147750938996e-18 7.998178258584364927e-20 7.998178258584364927e-20 2.220446049250313081e-16 4.251108966359568725e-03 5.152860006053764153e+00 -6.860517812059979406e+03 -7.158635790553128572e+03 4.408379945239122608e+05 9.999999999999999167e-02
-1.176836406102665938e-18 3.040373426229648540e-21 1.710775329201756900e-01 -4.996003610813204247e-18 7.585943829641835581e-20 7.585943829641835581e-20 1.665334536937734811e-16 2.386633490704302262e-03 2.844378723341684179e+00 -3.787005832257116253e+03 -7.480332510029836158e+03 2.433425729772001214e+05 1.099999999999999867e-01
-1.226796442210798065e-18 3.798967809193831993e-21 1.950651268203571764e-01 -3.469446951953614189e-18 7.481454410016017516e-20 7.481454410016017516e-20 1.526556658859590243e-16 5.749177658097447043e-04 6.801576901242540885e-01 -9.055619486314300275e+02 -7.660937658151997312e+03 5.818891872127920215e+04 1.199999999999999817e-01
-1.261490911730334238e-18 4.547113250195433654e-21 2.191207364895510767e-01 -1.942890293094024131e-18 7.635815977401450108e-20 7.635815977401450108e-20 1.526556658859590243e-16 -8.142534996535365612e-04 -9.638735499072410562e-01 1.283301244346502699e+03 -7.704443755194777623e+03 -8.246140632901928620e+04 1.299999999999999767e-01
-1.280919814661274456e-18 5.310694847935578815e-21 2.430799588037542702e-01 -5.551115123125783781e-19 8.022675323871450357e-20 8.022675323871450357e-20 1.387778780781445676e-16 -1.970855820379546069e-03 -2.349212800750493102e+00 3.127741922919208264e+03 -7.642826261563395747e+03 -2.009800884510862816e+05 1.399999999999999856e-01
-1.286470929784400205e-18 6.112962380322723941e-21 2.668042598378824182e-01 -9.629649721936179265e-35 8.609043990969054425e-20 8.609043990969054425e-20 5.551115123125782702e-17 -2.905816412026010400e-03 -3.506728980739410417e+00 4.668858964956451928e+03 -7.493684506554322070e+03 -3.000080284331161529e+05 1.499999999999999944e-01
-1.286470929784400205e-18 6.973866779419629414e-21 2.901778879739366213e-01 1.110223024625156371e-18 9.358716374198843268e-20 9.358716374198843268e-20 1.110223024625156540e-16 -3.636454010608414656e-03 -4.464007610005303661e+00 5.943379731961063044e+03 -7.273790917717230514e+03 -3.819052254519347916e+05 1.600000000000000033e-01
-1.275368699538148707e-18 7.909738416839513500e-21 3.131051153489902705e-01 2.220446049250312742e-18 1.023966029636904488e-19 1.023966029636904488e-19 1.110223024625156540e-16 -4.183603045468267320e-03 -5.245678593111925636e+00 6.984096478869219027e+03 -6.998607351500053483e+03 -4.487788195657707984e+05 1.700000000000000122e-01
-1.253164239045645518e-18 8.933704446476417747e-21 3.355077748647327107e-01 3.330669073875469498e-18 1.121756166485410638e-19 1.121756166485410638e-19 1.110223024625156540e-16 -4.569571009781656958e-03 -5.873712570217453077e+00 7.820260915987518274e+03 -6.682019048078505875e+03 -5.025084451785006095e+05 1.800000000000000211e-01
-1.219857548306890831e-18 1.005546061296182778e-20 3.573230631234534105e-01 5.551115123125783010e-18 1.225924671317313405e-19 1.225924671317313405e-19 2.220446049250313081e-16 -4.816725476903252999e-03 -6.367688767990173915e+00 8.477940825702118673e+03 -6.336223159312692587e+03 -5.447691462479721522e+05 1.900000000000000300e-01
-1.164346397075632954e-18 1.128138528427914101e-20 3.785015825053751337e-01 5.551115123125783010e-18 1.314682707762757190e-20 1.314682707762757190e-20 0.000000000000000000e+00 -4.946552456327462689e-03 -6.745037013669872294e+00 8.980342280000068058e+03 -5.971724202263707411e+03 -5.770520810971863102e+05 2.000000000000000389e-01
-1.108835245844375078e-18 1.141285355505541703e-20 3.990055981859298440e-01 5.551115123125783010e-18 -9.636775136796492637e-20 -9.636775136796492637e-20 0.000000000000000000e+00 -4.979063567165957147e-03 -7.021256331925684435e+00 9.348100680325856956e+03 -5.597400770304566322e+03 -6.006832238345394144e+05 2.100000000000000477e-01
-1.053324094613117202e-18 1.044917604137576704e-20 4.188074882332920024e-01 6.661338147750939766e-18 -2.056550650748415836e-19 -2.056550650748415836e-19 1.110223024625156540e-16 -5.146898500787811838e-03 -7.529765313415090588e+00 1.002512953828085301e+04 -5.220617105548277323e+03 -6.441872350698192604e+05 2.200000000000000566e-01
