0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.843966951407250532e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.843966951407250576e+01 -1.376126568102995808e-02 4.440892098500626162e-16 1.138643057059780695e+06 0.000000000000000000e+00 -1.177485759910361376e+05 1.000000000000000021e-02
8.843966951407251573e-03 0.000000000000000000e+00 4.440892098500626375e-20 1.591914051253305207e+00 -1.376072751066976618e-04 -1.376072751066976618e-04 7.075172957667575702e+01 -4.458424103600525101e-02 -4.526708811351603471e-04 9.109144456478244392e+05 0.000000000000000000e+00 -9.419886079282892752e+04 2.000000000000000042e-02
2.476310746394030232e-02 -1.376072751066976576e-06 -1.217025923674679630e-08 2.149083908860225822e+00 -5.420780837779943986e-04 -5.420780837779943986e-04 5.571695970497424355e+01 -7.710041350601959387e-02 -2.183609912141078364e-03 7.173450773372125113e+05 3.123971368054259301e+02 -7.417847930064702814e+04 2.999999999999999889e-02
4.625394655254255749e-02 -6.796853588846921010e-06 -1.267048805815562351e-07 2.578900394047013211e+00 -1.188742518032576264e-03 -1.188742518032576264e-03 4.298159619160691847e+01 -1.003474079276262254e-01 -5.116321506130887264e-03 5.533800805513527011e+05 1.251456478204501536e+03 -5.719620526777370105e+04 4.000000000000000083e-02
7.204295049301269460e-02 -1.868427876917268243e-05 -5.369797192554062892e-07 2.901262220483753485e+00 -1.987304197049993577e-03 -1.987304197049993577e-03 3.223610843470903120e+01 -1.107698524560825071e-01 -8.275749194866070108e-03 4.150338176280471962e+05 2.801561250325892615e+03 -4.281189825854681840e+04 5.000000000000000278e-02
1.010555726978502322e-01 -3.855732073967261793e-05 -1.479455761020460415e-06 3.133361936819132776e+00 -2.832664987872839015e-03 -2.832664987872839015e-03 2.320988649054504904e+01 -1.088952031799808318e-01 -1.047062771852066629e-02 2.988218750085864449e+05 4.794375214149845306e+03 -3.065088679310902808e+04 6.000000000000000472e-02
1.323891920660415500e-01 -6.688397061840100429e-05 -3.138364226777975122e-06 3.290028237364446717e+00 -3.631489389720471937e-03 -3.631489389720471937e-03 1.566654662784244145e+01 -9.720215068648546675e-02 -1.083610026247173314e-02 2.017008430778989568e+05 7.014292970133960807e+03 -2.040779197012199438e+04 7.000000000000000666e-02
1.652894744396860016e-01 -1.031988645156057334e-04 -5.567108910690330955e-06 3.384026823692523944e+00 -4.313466059650163456e-03 -4.313466059650163456e-03 9.399787811115967173e+00 -7.879668463866271177e-02 -9.055692661630296292e-03 1.210149724745551503e+05 9.256506432256259359e+03 -1.183835570057211407e+04 8.000000000000000167e-02
1.991297426766112377e-01 -1.463335251121073712e-04 -8.652306616001473425e-06 3.426324698451748585e+00 -4.833494996297375140e-03 -4.833494996297375140e-03 4.229736653293136861e+00 -5.665299486367592063e-02 -5.330268460663992180e-03 5.444898820820815308e+04 1.135435107510790658e+04 -4.744978103390492834e+03 8.999999999999999667e-02
2.333929896611287302e-01 -1.946684750750811085e-04 -1.212242620825742471e-05 3.426322213932770921e+00 -5.169086816729403545e-03 -5.169086816729403545e-03 -2.757431145135480098e-04 -3.324383746291542652e-02 -2.168052263818304182e-04 -1.357288191544903455e+01 1.318775593773898618e+04 1.038404674575548825e+03 9.999999999999999167e-02
